,CustomerID,CustomerName,BillToCustomerID,CustomerCategoryID,BuyingGroupID,PrimaryContactPersonID,AlternateContactPersonID,PostalCityID,CreditLimit,AccountOpenedDate,PhoneNumber,FaxNumber
208,408,"Wingtip Toys (Rockwall, TX)",401,3,2,2015,2016,29320,0,01/11/2016,(210) 555-0100,(210) 555-0101
209,409,"Wingtip Toys (Orick, CA)",401,3,2,2017,2018,25581,0,01/11/2016,(209) 555-0100,(209) 555-0101
210,410,"Wingtip Toys (Bernstein, TX)",401,3,2,2019,2020,2791,0,01/11/2016,(210) 555-0100,(210) 555-0101
211,411,"Wingtip Toys (Edmund, WI)",401,3,2,2021,2022,10134,0,01/11/2016,(262) 555-0100,(262) 555-0101
212,412,"Wingtip Toys (Bozeman Hot Springs, MT)",401,3,2,2023,2024,3762,0,01/11/2016,(406) 555-0100,(406) 555-0101
213,413,"Wingtip Toys (Truscott, TX)",401,3,2,2025,2026,34519,0,01/11/2016,(210) 555-0100,(210) 555-0101
214,414,"Wingtip Toys (Rose Tree, PA)",401,3,2,2027,2028,29530,0,01/11/2016,(215) 555-0100,(215) 555-0101
215,415,"Wingtip Toys (Leathersville, GA)",401,3,2,2029,2030,18983,0,01/11/2016,(229) 555-0100,(229) 555-0101
216,416,"Wingtip Toys (Necedah, WI)",401,3,2,2031,2032,23707,0,01/11/2016,(262) 555-0100,(262) 555-0101
217,417,"Wingtip Toys (Chetek, WI)",401,3,2,2033,2034,6313,0,01/11/2016,(262) 555-0100,(262) 555-0101
218,418,"Wingtip Toys (Yaak, MT)",401,3,2,2035,2036,37969,0,01/11/2016,(406) 555-0100,(406) 555-0101
219,419,"Wingtip Toys (Compass Lake, FL)",401,3,2,2037,2038,7343,0,01/11/2016,(239) 555-0100,(239) 555-0101
220,420,"Wingtip Toys (Herlong, CA)",401,3,2,2039,2040,15248,0,01/11/2016,(209) 555-0100,(209) 555-0101
221,421,"Wingtip Toys (Highland Home, AL)",401,3,2,2041,2042,15434,0,01/11/2016,(205) 555-0100,(205) 555-0101
222,422,"Wingtip Toys (Naches, WA)",401,3,2,2043,2044,23542,0,01/11/2016,(206) 555-0100,(206) 555-0101
223,423,"Wingtip Toys (Baldwin City, KS)",401,3,2,2045,2046,1811,0,01/11/2016,(316) 555-0100,(316) 555-0101
224,424,"Wingtip Toys (Heartwell, NE)",401,3,2,2047,2048,15057,0,01/11/2016,(308) 555-0100,(308) 555-0101
225,425,"Wingtip Toys (Bethel Acres, OK)",401,3,2,2049,2050,2862,0,01/11/2016,(405) 555-0100,(405) 555-0101
226,426,"Wingtip Toys (Willow Valley, AZ)",401,3,2,2051,2052,37316,0,01/11/2016,(480) 555-0100,(480) 555-0101
227,427,"Wingtip Toys (Athol Springs, NY)",401,3,2,2053,2054,1417,0,01/11/2016,(212) 555-0100,(212) 555-0101
228,428,"Wingtip Toys (Paw Paw Lake, MI)",401,3,2,2055,2056,26376,0,01/11/2016,(231) 555-0100,(231) 555-0101
229,429,"Wingtip Toys (Lilbourn, MO)",401,3,2,2057,2058,19405,0,01/11/2016,(314) 555-0100,(314) 555-0101
230,430,"Wingtip Toys (Lost River, ID)",401,3,2,2059,2060,20043,0,01/11/2016,(208) 555-0100,(208) 555-0101
231,431,"Wingtip Toys (Rosa Sánchez, PR)",401,3,2,2061,2062,29490,0,01/11/2016,(787) 555-0100,(787) 555-0101
232,432,"Wingtip Toys (Vamo, FL)",401,3,2,2063,2064,35078,0,01/11/2016,(239) 555-0100,(239) 555-0101
233,433,"Wingtip Toys (Balko, OK)",401,3,2,2065,2066,1820,0,01/11/2016,(405) 555-0100,(405) 555-0101
234,434,"Wingtip Toys (Lime Lake, NY)",401,3,2,2067,2068,19434,0,01/11/2016,(212) 555-0100,(212) 555-0101
235,435,"Wingtip Toys (Teutopolis, IL)",401,3,2,2069,2070,33832,0,01/11/2016,(217) 555-0100,(217) 555-0101
236,436,"Wingtip Toys (Gargatha, VA)",401,3,2,2071,2072,12680,0,01/11/2016,(276) 555-0100,(276) 555-0101
237,437,"Wingtip Toys (Cadogan, PA)",401,3,2,2073,2074,4860,0,01/11/2016,(215) 555-0100,(215) 555-0101
238,438,"Wingtip Toys (Lucasville, OH)",401,3,2,2075,2076,20189,0,01/11/2016,(216) 555-0100,(216) 555-0101
239,439,"Wingtip Toys (Cylon, WI)",401,3,2,2077,2078,8306,0,01/11/2016,(262) 555-0100,(262) 555-0101
240,440,"Wingtip Toys (Asher, OK)",401,3,2,2079,2080,1299,0,01/11/2016,(405) 555-0100,(405) 555-0101
241,441,"Wingtip Toys (Keosauqua, IA)",401,3,2,2081,2082,17587,0,01/11/2016,(319) 555-0100,(319) 555-0101
242,442,"Wingtip Toys (Homer City, PA)",401,3,2,2083,2084,15835,0,01/11/2016,(215) 555-0100,(215) 555-0101
243,443,"Wingtip Toys (Berville, MI)",401,3,2,2085,2086,2815,0,01/11/2016,(231) 555-0100,(231) 555-0101
244,444,"Wingtip Toys (Tea, SD)",401,3,2,2087,2088,33701,0,01/11/2016,(605) 555-0100,(605) 555-0101
245,445,"Wingtip Toys (Dacono, CO)",401,3,2,2089,2090,8322,0,01/11/2016,(303) 555-0100,(303) 555-0101
246,446,"Wingtip Toys (Saint Landry, LA)",401,3,2,2091,2092,30119,0,01/11/2016,(225) 555-0100,(225) 555-0101
247,447,"Wingtip Toys (Coin, IA)",401,3,2,2093,2094,7069,0,01/11/2016,(319) 555-0100,(319) 555-0101
248,448,"Wingtip Toys (Salt Wells, NV)",401,3,2,2095,2096,30304,0,01/11/2016,(702) 555-0100,(702) 555-0101
249,449,"Wingtip Toys (Delray, WV)",401,3,2,2097,2098,8839,0,01/11/2016,(304) 555-0100,(304) 555-0101
250,450,"Wingtip Toys (Mount Summit, IN)",401,3,2,2099,2100,23284,0,01/11/2016,(219) 555-0100,(219) 555-0101
251,451,"Wingtip Toys (Smoot, WY)",401,3,2,2101,2102,31870,0,01/11/2016,(307) 555-0100,(307) 555-0101
252,452,"Wingtip Toys (Lake Davis, CA)",401,3,2,2103,2104,18340,0,01/11/2016,(209) 555-0100,(209) 555-0101
253,453,"Wingtip Toys (Stanardsville, VA)",401,3,2,2105,2106,32575,0,01/11/2016,(276) 555-0100,(276) 555-0101
254,454,"Wingtip Toys (Corcovado, PR)",401,3,2,2107,2108,7576,0,01/11/2016,(787) 555-0100,(787) 555-0101
255,455,"Wingtip Toys (Taft Heights, CA)",401,3,2,2109,2110,33520,0,01/11/2016,(209) 555-0100,(209) 555-0101
256,456,"Wingtip Toys (West Hempstead, NY)",401,3,2,2111,2112,36531,0,01/11/2016,(212) 555-0100,(212) 555-0101
257,457,"Wingtip Toys (Portales, NM)",401,3,2,2113,2114,27648,0,01/11/2016,(505) 555-0100,(505) 555-0101
258,458,"Wingtip Toys (Coker, AL)",401,3,2,2115,2116,7074,0,01/11/2016,(205) 555-0100,(205) 555-0101
259,459,"Wingtip Toys (Haydenville, OH)",401,3,2,2117,2118,14974,0,01/11/2016,(216) 555-0100,(216) 555-0101
260,460,"Wingtip Toys (Mayhill, NM)",401,3,2,2119,2120,21351,0,01/11/2016,(505) 555-0100,(505) 555-0101
261,461,"Wingtip Toys (Vair, TX)",401,3,2,2121,2122,34984,0,01/11/2016,(210) 555-0100,(210) 555-0101
262,462,"Wingtip Toys (Crossroads, NM)",401,3,2,2123,2124,8082,0,01/11/2016,(505) 555-0100,(505) 555-0101
263,463,"Wingtip Toys (Cowlington, OK)",401,3,2,2125,2126,7847,0,01/11/2016,(405) 555-0100,(405) 555-0101
264,464,"Wingtip Toys (Glen Ullin, ND)",401,3,2,2127,2128,13146,0,01/11/2016,(701) 555-0100,(701) 555-0101
265,465,"Wingtip Toys (Oologah, OK)",401,3,2,2129,2130,25479,0,01/11/2016,(405) 555-0100,(405) 555-0101
266,466,"Wingtip Toys (Lytle, TX)",401,3,2,2131,2132,20412,0,01/11/2016,(210) 555-0100,(210) 555-0101
267,467,"Wingtip Toys (Mahaffey, PA)",401,3,2,2133,2134,20575,0,01/11/2016,(215) 555-0100,(215) 555-0101
268,468,"Wingtip Toys (Sunburg, MN)",401,3,2,2135,2136,33237,0,01/11/2016,(218) 555-0100,(218) 555-0101
269,469,"Wingtip Toys (Johnetta, KY)",401,3,2,2137,2138,17093,0,01/11/2016,(270) 555-0100,(270) 555-0101
270,470,"Wingtip Toys (Universal City, TX)",401,3,2,2139,2140,34875,0,01/11/2016,(210) 555-0100,(210) 555-0101
271,471,"Wingtip Toys (Ridgemark, CA)",401,3,2,2141,2142,28907,0,01/11/2016,(209) 555-0100,(209) 555-0101
272,472,"Wingtip Toys (San Jacinto, CA)",401,3,2,2143,2144,30387,0,01/11/2016,(209) 555-0100,(209) 555-0101
273,473,"Wingtip Toys (Floriston, CA)",401,3,2,2145,2146,11747,0,01/11/2016,(209) 555-0100,(209) 555-0101
274,474,"Wingtip Toys (Bokeelia, FL)",401,3,2,2147,2148,3463,0,01/11/2016,(239) 555-0100,(239) 555-0101
275,475,"Wingtip Toys (Cale, AR)",401,3,2,2149,2150,4900,0,01/11/2016,(479) 555-0100,(479) 555-0101
276,476,"Wingtip Toys (Karthaus, PA)",401,3,2,2151,2152,17353,0,01/11/2016,(215) 555-0100,(215) 555-0101
277,477,"Wingtip Toys (Glancy, MS)",401,3,2,2153,2154,13068,0,01/11/2016,(228) 555-0100,(228) 555-0101
278,478,"Wingtip Toys (Stoneboro, PA)",401,3,2,2155,2156,32885,0,01/11/2016,(215) 555-0100,(215) 555-0101
279,479,"Wingtip Toys (Mier, IN)",401,3,2,2157,2158,22146,0,01/11/2016,(219) 555-0100,(219) 555-0101
280,480,"Wingtip Toys (Wapinitia, OR)",401,3,2,2159,2160,35830,0,01/11/2016,(458) 555-0100,(458) 555-0101
281,481,"Wingtip Toys (White Church, MO)",401,3,2,2161,2162,36946,0,01/11/2016,(314) 555-0100,(314) 555-0101
282,482,"Wingtip Toys (Caton, NY)",401,3,2,2163,2164,5664,0,01/11/2016,(212) 555-0100,(212) 555-0101
283,483,"Wingtip Toys (Plum Branch, SC)",401,3,2,2165,2166,27344,0,01/11/2016,(803) 555-0100,(803) 555-0101
284,484,"Wingtip Toys (Mauldin, SC)",401,3,2,2167,2168,21282,0,01/11/2016,(803) 555-0100,(803) 555-0101
285,485,"Wingtip Toys (Bonner Springs, KS)",401,3,2,2169,2170,3545,0,01/11/2016,(316) 555-0100,(316) 555-0101
286,486,"Wingtip Toys (Lowellville, OH)",401,3,2,2171,2172,20131,0,01/11/2016,(216) 555-0100,(216) 555-0101
287,487,"Wingtip Toys (Elverson, PA)",401,3,2,2173,2174,10581,0,01/11/2016,(215) 555-0100,(215) 555-0101
288,488,"Wingtip Toys (Isabela, PR)",401,3,2,2175,2176,16702,0,01/11/2016,(787) 555-0100,(787) 555-0101
289,489,"Wingtip Toys (Sayner, WI)",401,3,2,2177,2178,30751,0,01/11/2016,(262) 555-0100,(262) 555-0101
290,490,"Wingtip Toys (Beals, ME)",401,3,2,2179,2180,2230,0,01/11/2016,(207) 555-0100,(207) 555-0101
291,491,"Wingtip Toys (Morton Grove, IL)",401,3,2,2181,2182,23067,0,01/11/2016,(217) 555-0100,(217) 555-0101
292,492,"Wingtip Toys (Birds, IL)",401,3,2,2183,2184,3059,0,01/11/2016,(217) 555-0100,(217) 555-0101
293,493,"Wingtip Toys (Federalsburg, MD)",401,3,2,2185,2186,11427,0,01/11/2016,(240) 555-0100,(240) 555-0101
294,494,"Wingtip Toys (Pikeview, CO)",401,3,2,2187,2188,26906,0,01/11/2016,(303) 555-0100,(303) 555-0101
295,495,"Wingtip Toys (Boalsburg, PA)",401,3,2,2189,2190,3409,0,01/11/2016,(215) 555-0100,(215) 555-0101
296,496,"Wingtip Toys (Port Hueneme, CA)",401,3,2,2191,2192,27577,0,01/11/2016,(209) 555-0100,(209) 555-0101
297,497,"Wingtip Toys (Verdery, SC)",401,3,2,2193,2194,35223,0,01/11/2016,(803) 555-0100,(803) 555-0101
298,498,"Wingtip Toys (Obetz, OH)",401,3,2,2195,2196,25121,0,01/11/2016,(216) 555-0100,(216) 555-0101
299,499,"Wingtip Toys (East Fultonham, OH)",401,3,2,2197,2198,9791,0,01/11/2016,(216) 555-0100,(216) 555-0101
300,500,"Wingtip Toys (Obion, TN)",401,3,2,2199,2200,25122,0,01/11/2016,(423) 555-0100,(423) 555-0101
301,501,"Wingtip Toys (Cavendish, VT)",401,3,2,2201,2202,5687,0,01/11/2016,(802) 555-0100,(802) 555-0101
302,502,"Wingtip Toys (Miesville, MN)",401,3,2,2203,2204,22147,0,01/11/2016,(218) 555-0100,(218) 555-0101
303,503,"Wingtip Toys (Valhalla, NC)",401,3,2,2205,2206,35008,0,01/11/2016,(252) 555-0100,(252) 555-0101
304,504,"Wingtip Toys (Cape Neddick, ME)",401,3,2,2207,2208,5259,0,01/11/2016,(207) 555-0100,(207) 555-0101
305,505,"Wingtip Toys (Silver Plume, CO)",401,3,2,2209,2210,31629,0,01/11/2016,(303) 555-0100,(303) 555-0101
306,506,"Wingtip Toys (North Beach Haven, NJ)",401,3,2,2211,2212,24530,0,01/11/2016,(201) 555-0100,(201) 555-0101
307,507,"Wingtip Toys (Downingtown, PA)",401,3,2,2213,2214,9360,0,01/11/2016,(215) 555-0100,(215) 555-0101
308,508,"Wingtip Toys (Branson West, MO)",401,3,2,2215,2216,3876,0,01/11/2016,(314) 555-0100,(314) 555-0101
309,509,"Wingtip Toys (Bergen Park, CO)",401,3,2,2217,2218,2739,0,01/11/2016,(303) 555-0100,(303) 555-0101
310,510,"Wingtip Toys (Grabill, IN)",401,3,2,2219,2220,13507,0,01/11/2016,(219) 555-0100,(219) 555-0101
311,511,"Wingtip Toys (North Manitou, MI)",401,3,2,2221,2222,24658,0,01/11/2016,(231) 555-0100,(231) 555-0101
312,512,"Wingtip Toys (Philip, SD)",401,3,2,2223,2224,26788,0,01/11/2016,(605) 555-0100,(605) 555-0101
313,513,"Wingtip Toys (Straughn, IN)",401,3,2,2225,2226,32993,0,01/11/2016,(219) 555-0100,(219) 555-0101
314,514,"Wingtip Toys (Gilford, NH)",401,3,2,2227,2228,12992,0,01/11/2016,(603) 555-0100,(603) 555-0101
315,515,"Wingtip Toys (Del Valle, TX)",401,3,2,2229,2230,8772,0,01/11/2016,(210) 555-0100,(210) 555-0101
316,516,"Wingtip Toys (Harkers Island, NC)",401,3,2,2231,2232,14628,0,01/11/2016,(252) 555-0100,(252) 555-0101
317,517,"Wingtip Toys (Licking, MO)",401,3,2,2233,2234,19386,0,01/11/2016,(314) 555-0100,(314) 555-0101
318,518,"Wingtip Toys (Raton, NM)",401,3,2,2235,2236,28361,0,01/11/2016,(505) 555-0100,(505) 555-0101
319,519,"Wingtip Toys (Boynton, OK)",401,3,2,2237,2238,3755,0,01/11/2016,(405) 555-0100,(405) 555-0101
320,520,"Wingtip Toys (Frenchburg, KY)",401,3,2,2239,2240,12341,0,01/11/2016,(270) 555-0100,(270) 555-0101
321,521,"Wingtip Toys (Robertsdale, AL)",401,3,2,2241,2242,29166,0,01/11/2016,(205) 555-0100,(205) 555-0101
322,522,"Wingtip Toys (Dickerson, MD)",401,3,2,2243,2244,9064,0,01/11/2016,(240) 555-0100,(240) 555-0101
323,523,"Wingtip Toys (Bruceton Mills, WV)",401,3,2,2245,2246,4352,0,01/11/2016,(304) 555-0100,(304) 555-0101
324,524,"Wingtip Toys (Cloquet, MN)",401,3,2,2247,2248,6904,0,01/11/2016,(218) 555-0100,(218) 555-0101
325,525,"Wingtip Toys (Claycomo, MO)",401,3,2,2249,2250,6687,0,01/11/2016,(314) 555-0100,(314) 555-0101
326,526,"Wingtip Toys (Beekmantown, NY)",401,3,2,2251,2252,2379,0,01/11/2016,(212) 555-0100,(212) 555-0101
327,527,"Wingtip Toys (Islip Terrace, NY)",401,3,2,2253,2254,16741,0,01/11/2016,(212) 555-0100,(212) 555-0101
328,528,"Wingtip Toys (Rich Creek, VA)",401,3,2,2255,2256,28780,0,01/11/2016,(276) 555-0100,(276) 555-0101
329,529,"Wingtip Toys (Griswoldville, GA)",401,3,2,2257,2258,14072,0,01/11/2016,(229) 555-0100,(229) 555-0101
330,530,"Wingtip Toys (East Mountain, TX)",401,3,2,2259,2260,9857,0,01/11/2016,(210) 555-0100,(210) 555-0101
331,531,"Wingtip Toys (Omer, MI)",401,3,2,2261,2262,25424,0,01/11/2016,(231) 555-0100,(231) 555-0101
332,532,"Wingtip Toys (Waycross, GA)",401,3,2,2263,2264,36179,0,01/11/2016,(229) 555-0100,(229) 555-0101
333,533,"Wingtip Toys (Nichols Hills, OK)",401,3,2,2265,2266,24349,0,01/11/2016,(405) 555-0100,(405) 555-0101
334,534,"Wingtip Toys (Plaquemine, LA)",401,3,2,2267,2268,27232,0,01/11/2016,(225) 555-0100,(225) 555-0101
335,535,"Wingtip Toys (Triadelphia, WV)",401,3,2,2269,2270,34411,0,01/11/2016,(304) 555-0100,(304) 555-0101
336,536,"Wingtip Toys (Ferney, SD)",401,3,2,2271,2272,11491,0,01/11/2016,(605) 555-0100,(605) 555-0101
337,537,"Wingtip Toys (Akhiok, AK)",401,3,2,2273,2274,242,0,01/11/2016,(907) 555-0100,(907) 555-0101
338,538,"Wingtip Toys (Deeson, MS)",401,3,2,2275,2276,8751,0,01/11/2016,(228) 555-0100,(228) 555-0101
339,539,"Wingtip Toys (Nuangola, PA)",401,3,2,2277,2278,24898,0,01/11/2016,(215) 555-0100,(215) 555-0101
340,540,"Wingtip Toys (Weld, ME)",401,3,2,2279,2280,36322,0,01/11/2016,(207) 555-0100,(207) 555-0101
341,541,"Wingtip Toys (Mickleton, NJ)",401,3,2,2281,2282,22020,0,01/11/2016,(201) 555-0100,(201) 555-0101
342,542,"Wingtip Toys (Schererville, IN)",401,3,2,2283,2284,30790,0,01/11/2016,(219) 555-0100,(219) 555-0101
343,543,"Wingtip Toys (Lexington Heights, MI)",401,3,2,2285,2286,19338,0,01/11/2016,(231) 555-0100,(231) 555-0101
344,544,"Wingtip Toys (Broomtown, AL)",401,3,2,2287,2288,4278,0,01/11/2016,(205) 555-0100,(205) 555-0101
345,545,"Wingtip Toys (Jamison, IA)",401,3,2,2289,2290,16891,0,01/11/2016,(319) 555-0100,(319) 555-0101
346,546,"Wingtip Toys (Key Biscayne, FL)",401,3,2,2291,2292,17632,0,01/11/2016,(239) 555-0100,(239) 555-0101
347,547,"Wingtip Toys (Chaseley, ND)",401,3,2,2293,2294,6115,0,01/11/2016,(701) 555-0100,(701) 555-0101
348,548,"Wingtip Toys (Indian Creek, IL)",401,3,2,2295,2296,16469,0,01/11/2016,(217) 555-0100,(217) 555-0101
349,549,"Wingtip Toys (Lake Ronkonkoma, NY)",401,3,2,2297,2298,18446,0,01/11/2016,(212) 555-0100,(212) 555-0101
350,550,"Wingtip Toys (Morrison Bluff, AR)",401,3,2,2299,2300,23026,0,01/11/2016,(479) 555-0100,(479) 555-0101
351,551,"Wingtip Toys (Huntingburg, IN)",401,3,2,2301,2302,16239,0,01/11/2016,(219) 555-0100,(219) 555-0101
352,552,"Wingtip Toys (Shay, PA)",401,3,2,2303,2304,31266,0,01/11/2016,(215) 555-0100,(215) 555-0101
353,553,"Wingtip Toys (Helotes, TX)",401,3,2,2305,2306,15143,0,01/11/2016,(210) 555-0100,(210) 555-0101
354,554,"Wingtip Toys (Hollandsburg, IN)",401,3,2,2307,2308,15726,0,01/11/2016,(219) 555-0100,(219) 555-0101
355,555,"Wingtip Toys (Liberty Grove, MD)",401,3,2,2309,2310,19368,0,01/11/2016,(240) 555-0100,(240) 555-0101
356,556,"Wingtip Toys (Morita, TX)",401,3,2,2311,2312,22984,0,01/11/2016,(210) 555-0100,(210) 555-0101
357,557,"Wingtip Toys (New Laguna, NM)",401,3,2,2313,2314,24007,0,01/11/2016,(505) 555-0100,(505) 555-0101
358,558,"Wingtip Toys (Bourneville, OH)",401,3,2,2315,2316,3663,0,01/11/2016,(216) 555-0100,(216) 555-0101
359,559,"Wingtip Toys (Mendoza, TX)",401,3,2,2317,2318,21821,0,01/11/2016,(210) 555-0100,(210) 555-0101
360,560,"Wingtip Toys (Palmas del Mar, PR)",401,3,2,2319,2320,26010,0,01/11/2016,(787) 555-0100,(787) 555-0101
361,561,"Wingtip Toys (Marion Junction, AL)",401,3,2,2321,2322,21002,0,01/11/2016,(205) 555-0100,(205) 555-0101
362,562,"Wingtip Toys (Ware Shoals, SC)",401,3,2,2323,2324,35861,0,01/11/2016,(803) 555-0100,(803) 555-0101
363,563,"Wingtip Toys (Lostine, OR)",401,3,2,2325,2326,20047,0,01/11/2016,(458) 555-0100,(458) 555-0101
364,564,"Wingtip Toys (Tilleda, WI)",401,3,2,2327,2328,34060,0,01/11/2016,(262) 555-0100,(262) 555-0101
365,565,"Wingtip Toys (Wapiti, WY)",401,3,2,2329,2330,35831,0,01/11/2016,(307) 555-0100,(307) 555-0101
366,566,"Wingtip Toys (Amado, AZ)",401,3,2,2331,2332,689,0,01/11/2016,(480) 555-0100,(480) 555-0101
367,567,"Wingtip Toys (Jeromesville, OH)",401,3,2,2333,2334,17039,0,01/11/2016,(216) 555-0100,(216) 555-0101
368,568,"Wingtip Toys (Ovilla, TX)",401,3,2,2335,2336,25818,0,01/11/2016,(210) 555-0100,(210) 555-0101
369,569,"Wingtip Toys (West Frostproof, FL)",401,3,2,2337,2338,36513,0,01/11/2016,(239) 555-0100,(239) 555-0101
370,570,"Wingtip Toys (Flomaton, AL)",401,3,2,2339,2340,11686,0,01/11/2016,(205) 555-0100,(205) 555-0101
371,571,"Wingtip Toys (Pawlet, VT)",401,3,2,2341,2342,26379,0,01/11/2016,(802) 555-0100,(802) 555-0101
372,572,"Wingtip Toys (Trout Run, PA)",401,3,2,2343,2344,34466,0,01/11/2016,(215) 555-0100,(215) 555-0101
373,573,"Wingtip Toys (Marin City, CA)",401,3,2,2345,2346,20961,0,01/11/2016,(209) 555-0100,(209) 555-0101
374,574,"Wingtip Toys (Molalla, OR)",401,3,2,2347,2348,22604,0,01/11/2016,(458) 555-0100,(458) 555-0101
375,575,"Wingtip Toys (Trumansburg, NY)",401,3,2,2349,2350,34512,0,01/11/2016,(212) 555-0100,(212) 555-0101
376,576,"Wingtip Toys (Goodings Grove, IL)",401,3,2,2351,2352,13388,0,01/11/2016,(217) 555-0100,(217) 555-0101
377,577,"Wingtip Toys (Cherryplain, NY)",401,3,2,2353,2354,6238,0,01/11/2016,(212) 555-0100,(212) 555-0101
378,578,"Wingtip Toys (Bell Acres, PA)",401,3,2,2355,2356,2436,0,01/11/2016,(215) 555-0100,(215) 555-0101
379,579,"Wingtip Toys (Connoquenessing, PA)",401,3,2,2357,2358,7432,0,01/11/2016,(215) 555-0100,(215) 555-0101
380,580,"Wingtip Toys (Sarversville, PA)",401,3,2,2359,2360,30663,0,01/11/2016,(215) 555-0100,(215) 555-0101
381,581,"Wingtip Toys (Munich, ND)",401,3,2,2361,2362,23441,0,01/11/2016,(701) 555-0100,(701) 555-0101
382,582,"Wingtip Toys (Montoya, NM)",401,3,2,2363,2364,22814,0,01/11/2016,(505) 555-0100,(505) 555-0101
383,583,"Wingtip Toys (Knights Landing, CA)",401,3,2,2365,2366,17935,0,01/11/2016,(209) 555-0100,(209) 555-0101
384,584,"Wingtip Toys (Cache, OK)",401,3,2,2367,2368,4840,0,01/11/2016,(405) 555-0100,(405) 555-0101
385,585,"Wingtip Toys (Towaco, NJ)",401,3,2,2369,2370,34285,0,01/11/2016,(201) 555-0100,(201) 555-0101
386,586,"Wingtip Toys (Lynne, FL)",401,3,2,2371,2372,20376,0,01/11/2016,(239) 555-0100,(239) 555-0101
387,587,"Wingtip Toys (Plata, TX)",401,3,2,2373,2374,27236,0,01/11/2016,(210) 555-0100,(210) 555-0101
388,588,"Wingtip Toys (Oak Point, TX)",401,3,2,2375,2376,24988,0,01/11/2016,(210) 555-0100,(210) 555-0101
389,589,"Wingtip Toys (Alcester, SD)",401,3,2,2377,2378,357,0,01/11/2016,(605) 555-0100,(605) 555-0101
390,590,"Wingtip Toys (McAdenville, NC)",401,3,2,2379,2380,21405,0,01/11/2016,(252) 555-0100,(252) 555-0101
391,591,"Wingtip Toys (Idaho City, ID)",401,3,2,2381,2382,16382,0,01/11/2016,(208) 555-0100,(208) 555-0101
392,592,"Wingtip Toys (Dunkerton, IA)",401,3,2,2383,2384,9549,0,01/11/2016,(319) 555-0100,(319) 555-0101
393,593,"Wingtip Toys (Cuyamungue, NM)",401,3,2,2385,2386,8296,0,01/11/2016,(505) 555-0100,(505) 555-0101
394,594,"Wingtip Toys (Marfa, TX)",401,3,2,2387,2388,20924,0,01/11/2016,(210) 555-0100,(210) 555-0101
395,595,"Wingtip Toys (Accomac, VA)",401,3,2,2389,2390,54,0,01/11/2016,(276) 555-0100,(276) 555-0101
396,596,"Wingtip Toys (Cos Cob, CT)",401,3,2,2391,2392,7695,0,01/11/2016,(203) 555-0100,(203) 555-0101
397,597,"Wingtip Toys (Haycock, AK)",401,3,2,2393,2394,14965,0,01/11/2016,(907) 555-0100,(907) 555-0101
398,598,"Wingtip Toys (Kapa'a, HI)",401,3,2,2395,2396,17340,0,01/11/2016,(808) 555-0100,(808) 555-0101
399,599,"Wingtip Toys (Dickworsham, TX)",401,3,2,2397,2398,9077,0,01/11/2016,(210) 555-0100,(210) 555-0101
400,600,"Wingtip Toys (Caro, MI)",401,3,2,2399,2400,5407,0,01/11/2016,(231) 555-0100,(231) 555-0101
401,601,"Wingtip Toys (Ruthsburg, MD)",401,3,2,2401,2402,29887,0,01/11/2016,(240) 555-0100,(240) 555-0101
402,801,Eric Torres,801,7,,3001,,31321,1080000,01/11/2016,(307) 555-0100,(307) 555-0101
403,802,Cosmina Vlad,802,7,,3002,,5192,1058400,01/11/2016,(505) 555-0100,(505) 555-0101
404,803,Bala Dixit,803,3,,3003,,33799,720000,01/11/2016,(209) 555-0100,(209) 555-0101
405,804,Aleksandrs Riekstins,804,5,,3004,,18069,792000,01/11/2016,(605) 555-0100,(605) 555-0101
406,805,Ratan Poddar,805,3,,3005,,10194,1188000,01/11/2016,(907) 555-0100,(907) 555-0101
407,806,Shi Tu,806,3,,3006,,31685,1080000,01/11/2016,(307) 555-0100,(307) 555-0101
408,807,Gunnar Lohmus,807,6,,3007,,35810,1116000,01/11/2016,(201) 555-0100,(201) 555-0101
409,808,Jackson Kolios,808,5,,3008,,28221,648000,01/11/2016,(209) 555-0100,(209) 555-0101
410,809,Madhu Dwivedi,809,5,,3009,,26105,612000,01/11/2016,(802) 555-0100,(802) 555-0101
411,810,Alena Kellnerova,810,7,,3010,,31006,432000,01/11/2016,(303) 555-0100,(303) 555-0101
412,811,Surendra Sahu,811,3,,3011,,25332,756000,01/11/2016,(210) 555-0100,(210) 555-0101
413,812,Celica Barajas,812,4,,3012,,9386,792000,01/11/2016,(270) 555-0100,(270) 555-0101
414,813,Shyam Poddar,813,7,,3013,,33793,936000,01/11/2016,(218) 555-0100,(218) 555-0101
415,814,Johanna Hoornstra,814,3,,3014,,26752,831600,01/11/2016,(210) 555-0100,(210) 555-0101
416,815,Libuse Valentova,815,3,,3015,,10388,1044000,01/11/2016,(270) 555-0100,(270) 555-0101
417,816,Harsha Huq,816,6,,3016,,8892,864000,01/11/2016,(314) 555-0100,(314) 555-0101
418,817,Agrita Kanepa,817,4,,3017,,3840,756000,01/11/2016,(201) 555-0100,(201) 555-0101
419,818,Liia Orav,818,3,,3018,,3176,415800,01/11/2016,(252) 555-0100,(252) 555-0101
420,819,Santiago Vera,819,5,,3019,,24401,648000,01/11/2016,(304) 555-0100,(304) 555-0101
421,820,Knut Svensson,820,5,,3020,,20518,1260000,01/11/2016,(201) 555-0100,(201) 555-0101
